freq,star,words
949,15,just recent
949,15,decor insid
949,15,seat next
949,15,cave creek
949,15,seafood pasta
949,15,ask again
949,15,fun experi
949,15,servic realli
949,15,cover strawberri
948,15,like water
948,15,interior decor
947,15,bottl beer
947,15,two minut
947,15,still work
946,15,better pizza
946,15,order took
946,15,ala cart
946,15,20 25
946,15,bit differ
946,15,star all
946,15,not provid
946,15,just someth
945,15,veri consist
945,15,anywher near
945,15,extrem good
945,15,bf got
945,15,waitress never
944,15,west valley
944,15,long ago
944,15,blueberri pancak
944,15,get someon
943,15,delici sauc
943,15,pretti hard
943,15,stumbl across
943,15,bud light
943,15,10 12
943,15,realli sure
943,15,bit prici
943,15,order system
943,15,differ food
942,15,ani sauc
942,15,night special
942,15,tri almost
942,15,meal befor
942,15,cream sandwich
942,15,pull chicken
941,15,shrimp roll
940,15,larger parti
940,15,enjoy experi
940,15,anoth custom
940,15,tast not
940,15,just call
940,15,spider roll
939,15,simpl menu
939,15,ate all
939,15,plus tax
938,15,job done
938,15,pimento chees
938,15,two appet
938,15,staff will
938,15,move quick
938,15,sad becaus
938,15,day weekend
937,15,buffalo wild
937,15,servic experi
937,15,not given
937,15,friend famili
937,15,friend took
937,15,tri most
937,15,2 4
936,15,back often
936,15,way way
936,15,food fresh
936,15,not tasti
935,15,liquor licens
935,15,ceasar salad
935,15,favourit dish
935,15,alfredo sauc
935,15,realli hot
935,15,experi will
935,15,strip club
935,15,open mind
935,15,restaur great
935,15,sister restaur
934,15,veri sad
933,15,worst place
933,15,veri creativ
933,15,stop go
933,15,obvious not
933,15,veri invit
933,15,provid us
933,15,later than
932,15,know exact
932,15,ani problem
932,15,delici definit
931,15,ladi behind
931,15,absolut noth
931,15,truffl mac
931,15,oh boy
930,15,everi weekend
930,15,absolut terribl
930,15,back everi
930,15,fair share
930,15,parmesan fri
930,15,quit well
930,15,restaur seem
930,15,6 30pm
930,15,long island
930,15,veri soft
930,15,von der
930,15,nice spot
929,15,make great
929,15,feel right
929,15,just hang
929,15,larg amount
929,15,food right
929,15,delici all
929,15,even take
928,15,busi saturday
928,15,manag said
928,15,he explain
928,15,thing right
928,15,make good
928,15,also tasti
928,15,bf order
928,15,littl shop
928,15,yellow tail
928,15,fingerl potato
927,15,sauc just
927,15,onli avail
927,15,well let
927,15,alreadi know
927,15,actual enjoy
927,15,start go
927,15,alway made
927,15,littl cafe
927,15,never want
926,15,drive home
926,15,good egg
926,15,than two
926,15,like good
925,15,french food
925,15,crispi skin
925,15,us two
925,15,dessert select
924,15,back mayb
924,15,most certain
924,15,realli amaz
924,15,spici enough
924,15,bit hard
924,15,anniversari dinner
924,15,eat like
924,15,food atmospher
924,15,4 95
924,15,food quick
923,15,burrito bowl
923,15,potato soup
923,15,new mexico
923,15,privat parti
922,15,befor get
922,15,spend money
922,15,set menu
922,15,beef dish
922,15,es gibt
922,15,chees bacon
922,15,rice paper
922,15,veri basic
922,15,vega again
921,15,4 30
921,15,top shelf
921,15,friday afternoon
921,15,enjoy ourselv
921,15,dish includ
921,15,just sat
921,15,eat food
921,15,recommend check
920,15,truli enjoy
920,15,tasti though
920,15,dont think
920,15,not touch
920,15,acai bowl
919,15,tomato base
919,15,make eye
918,15,good night
918,15,two type
918,15,tri everi
918,15,sever occas
917,15,restaur veri
917,15,friend birthday
917,15,realli onli
917,15,drive around
917,15,bean burger
917,15,just gave
917,15,review mention
917,15,lower price
917,15,locat becaus
917,15,shrimp appet
917,15,befor dinner
917,15,bring cash
916,15,special event
916,15,servic skill
916,15,grill fish
916,15,first serv
916,15,well just
916,15,realli interest
916,15,2 month
916,15,time get
915,15,just rememb
915,15,crazi busi
915,15,clean tabl
915,15,chees dress
914,15,actual got
914,15,unlik ani
914,15,took 10
914,15,girl night
914,15,still give
914,15,crispi duck
913,15,back thank
913,15,seafood buffet
913,15,bean rice
912,15,barbecu sauc
912,15,chicago dog
912,15,menu she
912,15,flat iron
912,15,definit hit
912,15,hot summer
912,15,not pick
912,15,sweet chili
912,15,south indian
911,15,salad soup
911,15,two separ
911,15,ive ever
911,15,kick ass
911,15,haben wir
910,15,nice outdoor
910,15,well servic
910,15,cracker barrel
910,15,meal not
910,15,thing becaus
910,15,great cocktail
910,15,nice insid
910,15,just two
909,15,soft open
909,15,minut until
909,15,take one
909,15,even without
909,15,cook veri
909,15,atmospher servic
909,15,get quit
909,15,secret pizza
909,15,amaz veri
908,15,just veri
908,15,wrap date
908,15,michelin star
908,15,pretti basic
908,15,caramel sauc
908,15,dinner price
907,15,absolut horribl
907,15,alway cook
907,15,spinach artichok
907,15,mani dish
907,15,mushroom pizza
907,15,warm welcom
907,15,qu il
906,15,menu say
906,15,puff pastri
906,15,around lunch
906,15,bad custom
906,15,probabl give
906,15,casino floor
905,15,vega restaur
905,15,idea whi
905,15,bit confus
905,15,realli cheap
905,15,anoth dish
905,15,restaur offer
905,15,well mayb
905,15,make no
905,15,mexican cuisin
905,15,just grab
904,15,creami sauc
904,15,2 tabl
903,15,new england
903,15,local bar
903,15,never check
903,15,fresh juic
903,15,put us
903,15,wall place
903,15,much larger
902,15,essen ist
902,15,time though
902,15,close enough
902,15,place order
902,15,better restaur
902,15,red snapper
901,15,she come
901,15,anoth friend
901,15,vegan friend
901,15,atmospher veri
901,15,extrem salti
900,15,almost 10
900,15,taco el
900,15,dan le
900,15,angel hair
900,15,normal get
900,15,eye steak
900,15,good authent
899,15,steam hot
899,15,airport food
899,15,well overal
899,15,server recommend
899,15,went downhil
899,15,great sauc
899,15,veri quiet
898,15,not meet
898,15,all come
898,15,realli loud
898,15,date spot
897,15,ox tail
897,15,steak medium
897,15,fresh air
897,15,summer roll
897,15,favorit meal
897,15,sound great
896,15,yet again
896,15,cast iron
896,15,realli expect
896,15,left without
896,15,chees crisp
895,15,h tte
895,15,best coffe
895,15,appet came
895,15,fresh flavor
895,15,tabl befor
895,15,veri pretti
895,15,menu all
895,15,right behind
894,15,stuff like
894,15,place base
894,15,real food
894,15,pretti long
894,15,veri glad
894,15,aw servic
894,15,pizza slice
894,15,pastor taco
894,15,buffet food
894,15,one bad
893,15,most disappoint
893,15,seat ourselv
893,15,night food
893,15,best dessert
893,15,friend suggest
893,15,us free
893,15,take us
893,15,6 8
893,15,rush back
893,15,big eater
893,15,better deal
893,15,es ist
893,15,anoth star
892,15,cheap drink
892,15,he put
892,15,afternoon tea
892,15,decent beer
892,15,not sound
892,15,soft taco
892,15,birthday cake
891,15,busi owner
891,15,peach cobbler
891,15,hard earn
891,15,eat everyth
891,15,auf die
890,15,ever want
890,15,weekday lunch
890,15,no spice
890,15,veri apologet
890,15,fresh roll
890,15,not fri
889,15,alway realli
889,15,get water
889,15,us veri
889,15,modern decor
889,15,day becaus
889,15,high side
889,15,fire pizza
889,15,girlfriend order
889,15,price reason
888,15,coffe hous
888,15,whole menu
888,15,onli imagin
888,15,arriv quick
888,15,she put
888,15,great first
888,15,k nnen
888,15,auf dem
888,15,good salad
888,15,diner drive
887,15,not everyon
887,15,food 2
887,15,delici everyth
887,15,no salt
887,15,fell short
887,15,1 99
887,15,still got
887,15,sea scallop
887,15,may just
886,15,two taco
886,15,all four
886,15,mit dem
886,15,littl steep
886,15,slot machin
886,15,ask anoth
886,15,outdoor area
886,15,super quick
886,15,share one
885,15,back even
885,15,went home
885,15,buffet style
885,15,tell everyon
885,15,came right
884,15,white bean
884,15,lemon juic
884,15,look back
884,15,just tell
884,15,complet ignor
884,15,low carb
883,15,breakfast option
883,15,beauti view
883,15,street corn
883,15,ribey steak
883,15,like come
882,15,bit like
882,15,server come
882,15,said sorri
882,15,fanci restaur
882,15,special order
882,15,restaur howev
882,15,foi gras
882,15,even dure
882,15,differ tast
882,15,bar becaus
881,15,anoth meal
881,15,que j
881,15,much nicer
881,15,he apolog
881,15,pork loin
881,15,overal servic
880,15,night club
880,15,good menu
880,15,she tri
880,15,busi hour
880,15,also brought
880,15,he know
880,15,3 75
880,15,5 dollar
880,15,fresh salad
879,15,place right
879,15,wine menu
879,15,hand us
879,15,cool littl
879,15,order even
879,15,wed anniversari
879,15,live right
879,15,menu he
879,15,offer great
878,15,7 8
878,15,mustard sauc
878,15,bit spici
878,15,egg yolk
877,15,rather eat
877,15,lemon pepper
877,15,sourdough bread
877,15,realli clean
877,15,right outsid
877,15,3 month
876,15,becaus no
876,15,like get
876,15,negat star
876,15,best ramen
876,15,littl overpr
876,15,brown sauc
876,15,nice locat
876,15,friend not
876,15,just awesom
876,15,chicken souvlaki
876,15,dinner experi
876,15,breakfast special
876,15,decent enough
876,15,mont carlo
875,15,never stop
875,15,not gotten
875,15,light rail
875,15,main street
875,15,first round
875,15,not melt
875,15,she repli
874,15,open space
874,15,best item
874,15,chicken skin
874,15,no side
874,15,sit right
874,15,carnita taco
874,15,decent not
873,15,bite befor
873,15,shabu shabu
873,15,much bigger
873,15,good he
873,15,es war
873,15,almost forgot
873,15,indian buffet
873,15,three day
872,15,huge chunk
872,15,never went
872,15,refil drink
872,15,want ani
871,15,delici burger
871,15,good first
871,15,holi cow
871,15,fresh fri
871,15,realli recommend
871,15,even just
870,15,awesom experi
870,15,good tri
870,15,front counter
870,15,just enjoy
870,15,angus beef
869,15,still tri
869,15,et les
869,15,just mediocr
869,15,pepper jack
869,15,not run
869,15,order come
869,15,place remind
869,15,french press
869,15,serv beer
869,15,chees burrito
869,15,pickl onion
869,15,review said
868,15,littl kid
868,15,group order
868,15,much salt
867,15,est pas
867,15,friend all
867,15,place feel
867,15,wait 5
867,15,realli close
866,15,everi restaur
866,15,larg order
866,15,least two
866,15,realli spici
866,15,4 cours
866,15,well thought
866,15,first meal
866,15,screen tv
865,15,offer ani
865,15,meat tast
865,15,greek fri
865,15,velvet cake
865,15,chit chat
865,15,two server
864,15,nice wine
864,15,nicer than
864,15,real mexican
864,15,new dish
864,15,w rde
864,15,us great
864,15,great work
864,15,dessert section
864,15,again noth
863,15,left full
863,15,road trip
863,15,wir hatten
863,15,visit famili
863,15,pizza not
863,15,not mess
863,15,20 buck
863,15,solid choic
862,15,order sushi
862,15,no tabl
862,15,banana pepper
862,15,blue crab
862,15,answer ani
862,15,like realli
862,15,chicken nacho
862,15,great environ
862,15,thank us
862,15,tabl even
862,15,burger medium
862,15,will start
861,15,great bbq
861,15,make better
861,15,meal he
861,15,like 4
861,15,man sich
861,15,rye bread
861,15,4 tabl
861,15,take note
860,15,everi few
860,15,pizza pizza
860,15,least 15
860,15,not pleas
860,15,thought mayb
859,15,nicht zu
859,15,wir haben
859,15,bit steep
859,15,general tao
858,15,downtown area
858,15,season fri
858,15,price wise
858,15,old daughter
858,15,four differ
858,15,no custom
857,15,popular place
857,15,servic make
857,15,anoth order
857,15,tabl without
857,15,no alcohol
857,15,veri spacious
857,15,real treat
857,15,start come
857,15,9 pm
857,15,even took
856,15,back mani
856,15,ever ate
856,15,spici kick
856,15,bring home
856,15,she return
855,15,wait longer
855,15,first let
855,15,big fat
855,15,without say
855,15,not sweet
855,15,mani review
855,15,ist ein
854,15,took advantag
854,15,never left
854,15,ani longer
854,15,veri thick
854,15,big breakfast
854,15,never brought
854,15,christma eve
854,15,potato tot
854,15,southern california
854,15,small littl
854,15,nice friend
854,15,took great
854,15,place everyth
854,15,mari bar
853,15,not explain
853,15,friend he
853,15,posit note
853,15,act togeth
853,15,paper thin
853,15,white castl
853,15,actual order
853,15,best korean
852,15,nice thing
852,15,separ check
852,15,fanci place
852,15,veri creami
852,15,meal becaus
852,15,homemad chip
852,15,spici shrimp
852,15,befor anyon
852,15,rare steak
852,15,butter cake
852,15,anoth round
851,15,und auch
851,15,mix grill
851,15,averag servic
851,15,singl one
851,15,busi meet
851,15,hotel casino
851,15,not turn
851,15,second round
851,15,veri least
851,15,like pizza
850,15,great special
850,15,experi all
850,15,beer drinker
850,15,4 6
850,15,veri dark
850,15,el gordo
850,15,get wors
850,15,yet not
850,15,pizza sauc
850,15,small cup
849,15,place last
849,15,love place
849,15,great combin
849,15,peopl came
849,15,well stock
849,15,dietari restrict
848,15,8 pm
848,15,finish all
848,15,flavor than
848,15,not consid
848,15,2 meal
848,15,clear not
848,15,tuna sandwich
847,15,eat somewher
847,15,light bread
847,15,late afternoon
847,15,favorit burger
847,15,not suppos
846,15,he left
846,15,still feel
846,15,movi theater
846,15,done perfect
846,15,croqu madam
846,15,big mac
846,15,order correct
846,15,tri next
846,15,wow wow
845,15,super impress
845,15,option like
845,15,5 pm
845,15,central phoenix
845,15,quaint littl
844,15,je ne
844,15,earli morn
844,15,brais pork
844,15,huge varieti
844,15,coupl day
844,15,look clean
844,15,veri classi
843,15,simpli put
843,15,great he
843,15,alway rememb
843,15,que je
843,15,drink becaus
843,15,sweet tomato
843,15,golden brown
843,15,shrimp dish
842,15,chicken piec
842,15,made no
842,15,go away
842,15,rather small
842,15,eat much
842,15,sushi burrito
842,15,order fish
842,15,small bar
841,15,place tri
841,15,like mine
841,15,sear scallop
841,15,dish becaus
841,15,2 chicken
841,15,provid great
841,15,plate came
841,15,good day
841,15,five year
840,15,especi becaus
840,15,sausag gravi
840,15,littl prici
840,15,minut pass
840,15,din experi
840,15,special place
840,15,not hungri
840,15,american style
839,15,us no
839,15,not warm
839,15,grab lunch
839,15,find better
839,15,long befor
839,15,beef salad
838,15,also fantast
838,15,mesa grill
838,15,not not
838,15,recent open
838,15,servic alway
837,15,pour un
837,15,few extra
837,15,roast pepper
837,15,pineappl fri
837,15,aber auch
837,15,just never
836,15,will sure
836,15,singl thing
836,15,enough room
836,15,garden salad
836,15,chipotl sauc
836,15,bison burger
836,15,anyth bad
836,15,good sinc
836,15,staff good
836,15,worth mention
836,15,peopl say
836,15,perfect fri
835,15,not last
835,15,12 00
835,15,not suggest
835,15,got chicken
835,15,perfect way
835,15,excel meal
835,15,staff friend
835,15,round tabl
834,15,perfect end
834,15,great fri
834,15,onli tabl
834,15,nice not
834,15,food suck
834,15,besid us
834,15,light batter
834,15,quit like
833,15,us come
833,15,girl behind
833,15,servic seem
833,15,fulli cook
833,15,short walk
833,15,nice lunch
833,15,he alway
832,15,indoor seat
832,15,two glass
832,15,hard not
832,15,servic though
832,14,not overbear
832,15,friend went
832,15,chili pepper
832,15,will fill
832,15,tasti not
831,15,walnut shrimp
831,15,she explain
831,15,food awesom
831,15,good local
831,15,easili one
831,15,order beef
831,15,like fish
830,15,option includ
830,15,meal all
830,15,tabl occupi
830,15,rememb us
830,15,order half
830,15,c tait
830,15,husband like
830,15,realli stand
830,15,habe ich
830,15,reserv time
830,15,slight disappoint
829,15,old montreal
829,15,anoth day
829,15,small famili
829,15,she suggest
829,15,mix veget
828,15,great authent
828,15,size piec
828,15,work done
828,15,food everi
828,15,great person
828,15,server will
828,15,not agre
828,15,hot link
828,15,standard fare
828,15,grill calamari
828,15,10 dollar
828,15,cashew chicken
827,15,servic like
827,15,2 entre
827,15,good recommend
827,15,super spici
827,15,particular like
827,15,peopl love
827,15,window seat
827,15,even start
826,15,good pho
826,15,dinner drink
826,15,almost 20
825,15,waiter told
825,15,dish not
825,15,kept say
825,15,go everi
825,15,small pizza
825,15,servic definit
824,15,may seem
824,15,chocol croissant
824,15,server name
824,15,take longer
824,15,just aw
824,15,eat pizza
824,15,half shell
824,15,sit back
824,15,5 piec
824,15,time ago
824,15,serv fresh
824,15,head chef
824,15,30 second
823,15,veri open
823,15,much appreci
823,15,patti melt
823,15,even longer
823,15,n est
823,15,potato wedg
822,15,downtown locat
822,15,na go
822,15,dinner becaus
822,15,last sunday
822,15,solid food
822,15,onli like
822,15,us just
822,15,good hot
821,15,kept us
821,15,cozi place
821,15,11 99
821,15,say thank
821,15,order shrimp
821,15,experi not
821,15,tri just
821,15,made great
821,15,50 per
821,15,first came
821,15,anoth waiter
820,15,calamari appet
820,15,wing sauc
820,15,look awesom
820,15,best dine
820,15,indian place
820,15,almost 2
820,15,outstand food
820,15,great overal
820,15,yr old
819,15,he make
819,15,zu empfehlen
819,15,free wi
819,15,food although
818,15,still worth
818,15,waiter seem
818,15,huge piec
818,15,server made
818,15,onion tomato
818,15,chicken pork
818,15,dessert becaus
818,15,ever return
817,15,feet away
817,15,realli say
817,15,bar menu
817,15,second trip
817,15,everi thing
817,15,around 15
816,15,meatbal sandwich
816,15,fair amount
816,15,great look
816,15,person pizza
816,15,much prefer
816,15,not rude
816,15,went ahead
816,15,not entir
816,15,atmospher food
816,15,not rate
816,15,becaus everyon
815,15,realli high
815,15,grill veget
815,15,pretti friend
815,15,call us
815,15,vegan vegetarian
815,15,realli glad
815,15,servic becaus
814,15,friend like
814,15,fun night
814,15,everywher els
814,15,unlik most
814,15,nice balanc
814,15,someth good
814,15,took 30
814,15,veggi sandwich
814,15,squash soup
813,15,actual eat
813,15,no kid
813,15,differ stori
813,15,without feel
813,15,pro tip
813,15,cold noodl
813,15,good sauc
813,15,best qualiti
813,15,dinner one
813,15,8 minut
813,15,kept secret
813,15,pretti crowd
813,15,walk us
812,15,perfect servic
812,15,4 day
812,15,meal servic
812,15,sausag pizza
812,15,artichok heart
812,15,peopl know
812,15,well he
812,15,whi becaus
812,15,wrong thing
812,15,alway smile
812,15,lunch dure
811,15,new item
810,15,menu also
810,15,first class
810,15,dirti plate
810,15,eat insid
810,15,specialti pizza
810,15,without get
810,15,final seat
810,15,scottsdal locat
810,15,poke bowl
809,15,excel veri
809,15,valentin day
809,15,larg plate
809,15,probabl never
809,15,also sell
808,15,well taken
808,15,upon walk
808,15,all dish
807,15,chees fondu
807,15,wait even
807,15,dinner reserv
807,15,get excit
807,15,well deserv
807,15,one friend
807,15,deserv 5
807,15,onli save
807,15,extra side
807,15,no seat
806,15,twice onc
806,15,everyon rave
806,15,sever item
806,15,immedi seat
806,15,better meal
806,15,extra mile
806,15,wolfgang puck
805,15,park garag
805,15,chocol souffl
805,15,ny pizza
805,15,good onli
805,15,onlin menu
805,15,littl surpris
804,15,belgian waffl
804,15,tempura shrimp
804,15,twice befor
804,15,past saturday
804,15,never offer
804,15,kool aid
804,15,mom order
804,15,perfect time
803,15,mayb she
803,15,r ein
803,15,cool spot
803,15,solid place
803,15,no water
803,15,actual not
803,15,much cheaper
803,15,pesto sauc
803,15,relat quick
802,15,empti stomach
802,15,star place
802,15,super salti
802,15,look place
802,15,still took
802,15,usual good
802,15,onli want
802,15,quick seat
801,15,work togeth
801,15,das lokal
801,15,enjoy come
801,15,go befor
801,15,great she
801,15,veri solid
801,15,slight spici
801,15,quick food
801,15,friend will
801,15,meat option
800,15,good mayb
800,15,grill meat
800,15,go next
800,15,delici flavor
800,15,ridicul good
800,15,slice beef
800,15,bean soup
800,15,he forgot
800,15,basic just
799,15,mayb one
799,15,drink he
799,15,servic everi
799,15,staff alway
799,15,communal tabl
799,15,say oh
799,15,regret not
798,15,littl long
798,15,award win
798,15,peopl around
798,15,khao soi
798,15,take cash
798,15,order coffe
798,15,sea urchin
798,15,10 95
798,15,two plate
797,15,he start
797,15,specif ask
797,15,full hous
797,15,cold brew
797,15,experi great
797,15,back atmospher
797,15,wonton noodl
797,15,mexican joint
796,15,almond croissant
796,15,vegetarian vegan
796,15,tri sinc
796,15,menu great
796,15,save money
796,15,averag noth
796,15,string bean
796,15,meat ball
796,15,sandwich came
796,15,meet friend
796,15,chines take
796,15,egg breakfast
796,15,regular spot
796,15,move back
795,15,lunch servic
795,15,open seat
795,15,good indian
795,15,turkey club
795,15,halo halo
795,15,definit someth
795,15,extrem well
795,15,go cup
794,15,extrem tasti
794,15,je n
794,15,like hot
794,15,bar not
794,15,lunch one
794,15,home run
794,15,japanes style
794,15,friend though
794,15,much differ
794,15,amaz pizza
794,15,deal breaker
793,15,ate everi
793,15,extrem reason
793,15,not start
793,15,hour deal
793,15,squid ink
793,15,craft cocktail
793,15,place nice
793,15,look fresh
793,15,regular stop
793,15,veri heavi
792,15,amaz everyth
792,15,long long
792,15,eggplant parmesan
792,15,boil crab
792,15,want one
792,15,one just
792,15,minut late
792,15,eat area
792,15,servic love
792,15,cours tast
791,15,onli ok
791,15,lunch item
790,15,sat right
790,15,onli regret
790,15,2 beer
790,15,free menu
790,15,sauc serv
790,15,combo meal
790,15,excel qualiti
789,15,servic overal
788,15,mill ave
788,15,all mean
788,15,time one
788,15,impecc servic
788,15,good fish
788,15,aber nicht
788,15,good part
788,15,took home
788,15,one will
787,15,will chang
787,15,mean realli
787,15,worst restaur
787,15,place came
787,15,tri two
787,15,amaz restaur
787,15,onli wait
787,15,no choic
786,15,egg salad
786,15,fresh oyster
786,15,well great
786,15,eat again
786,15,got 3
786,15,get go
785,15,total came
785,15,mont cristo
785,15,12 95
785,15,will ask
785,15,just add
785,15,ladi work
785,15,serv alcohol
784,15,seem annoy
784,15,sure he
784,15,whole new
784,15,great appet
784,15,liter just
784,15,taco place
784,15,pizzeria bianco
784,15,ricotta chees
784,15,et la
784,15,all share
784,15,counter servic
784,15,beer special
784,15,colleg kid
783,15,burger tast
783,15,all 4
783,15,perfect crisp
783,15,busi dinner
783,15,flavor all
783,15,made right
782,15,kobe burger
782,15,last experi
782,15,no not
782,15,littl heavi
781,15,didnt even
781,15,right size
781,15,like food
781,15,15 peopl
781,15,go just
781,15,place give
781,15,veri uncomfort
781,15,mediocr servic
781,15,sat night
781,15,menu board
780,15,come dure
780,15,wynn buffet
780,15,mix feel
780,15,veri import
780,15,time tonight
780,15,fantast place
780,15,hard boil
779,15,menu sinc
779,15,secret menu
779,15,main lobster
779,15,capit grill
779,15,no refil
779,15,food oh
779,15,friend enjoy
779,15,cold day
779,15,chicken shrimp
779,15,onli restaur
779,15,pho broth
778,15,realli take
778,15,german food
778,15,one seem
778,15,person love
778,15,second cours
778,15,serv ice
778,15,still look
778,15,never recommend
778,15,excel experi
777,15,staff make
777,15,wait till
777,15,like anoth
777,15,not wear
777,15,whatev reason
777,15,bland food
777,15,day long
777,15,food again
777,15,vs food
776,15,drink great
776,15,bacon bit
776,15,us ask
776,15,night not
776,15,manag she
776,15,alway give
776,15,order onli
776,15,no charg
776,15,sear ahi
776,15,tabl no
776,15,she left
776,15,italian dress
776,15,hour drink
776,15,hk style
776,15,8 oz
775,15,doggi bag
775,15,us anoth
775,15,ani special
775,15,bit odd
775,15,differ beer
775,15,osso bucco
774,15,salad not
774,15,not refil
774,15,order sinc
774,15,equal delici
774,15,great no
773,15,eat drink
773,15,not drive
773,15,rice roll
773,15,smoke chicken
773,15,no ice
773,15,soy milk
773,15,veri old
773,15,chees stick
773,15,welcom addit
773,15,green valley
773,15,not honor
772,15,just no
772,15,way he
772,15,ask one
772,15,than stellar
772,15,much bread
772,15,someon came
771,15,order wing
771,15,biggest complaint
771,15,veri unprofession
771,15,favorit chines
771,15,ever encount
771,15,steak burrito
771,15,gem se
771,15,not carri
771,15,fri plantain
771,15,whi she
771,15,vega area
771,15,old locat
771,15,takeout order
771,15,actual came
770,15,hang around
770,15,well train
770,15,littl tough
770,15,peopl seem
770,15,later he
770,15,order 5
770,15,not tip
770,15,good server
770,15,chees not
769,15,tast bland
769,15,new ownership
769,15,get everyth
769,15,eggplant parm
769,15,total not
768,15,3 week
768,15,not dine
768,15,dish tast
768,15,all american
768,15,water show
768,15,sauc made
768,15,meal she
768,15,savori crepe
768,15,remind us
768,15,nice ambienc
767,15,find anywher
767,15,quit reason
767,15,us onc
767,15,friend wait
767,15,finish half
767,15,second tri
767,15,cook fresh
766,15,pizza shop
766,15,notch servic
766,14,super flavor
766,15,low rate
766,15,languag barrier
766,15,explain everyth
766,15,onli suggest
766,15,restaur ever
766,15,best choic
766,15,veri romant
765,15,littl meat
765,15,week befor
765,15,vega locat
765,15,bang bang
765,15,even put
765,15,poor manag
765,15,also found
765,15,8 30pm
765,15,onli option
764,15,chines cuisin
764,15,tast wise
764,15,del taco
764,15,best bet
764,15,pick one
764,15,great everyth
764,15,tuna sashimi
764,15,aus der
763,15,pretzel bread
763,15,futur visit
763,15,day breakfast
763,15,fair small
763,15,busi becaus
763,15,best custom
763,15,good lot
762,15,ping pong
762,15,walk insid
762,15,water just
762,15,may tri
762,15,littl odd
762,15,oxtail soup
761,15,look elsewher
761,15,mayb he
761,15,all super
761,15,guy fieri
761,15,found ourselv
761,15,jersey mike
761,15,cure meat
761,15,prepar well
761,15,park space
761,15,thank again
761,15,world class
761,15,buffet line
761,15,beef jerki
761,15,ani complaint
761,15,wait becaus
760,15,also ad
760,15,quit enjoy
760,15,got around
760,15,12 year
760,15,romain lettuc
760,15,she still
760,15,said befor
759,15,dirti look
759,15,garlic parmesan
759,15,99 cent
759,15,one good
759,15,not special
759,15,realli quit
759,15,famous dave
759,15,chines broccoli
759,15,say yes
759,15,not attent
759,15,kann ich
759,15,three hour
759,15,left veri
759,15,cocktail list
758,15,quit expens
758,15,5 becaus
758,15,littl greasi
758,15,ethiopian food
757,15,absolut disgust
757,15,thought he
757,15,great guy
757,15,love thai
757,15,smaller side
757,15,fish tank
756,15,alway perfect
756,15,chees board
756,15,see peopl
756,15,alway will
756,15,steak came
756,15,never end
756,15,thai noodl
756,15,time find
756,15,minut earli
756,15,time than
756,15,singl person
756,15,soup tast
755,15,tonkotsu ramen
755,15,long tabl
755,15,get refil
755,15,never leav
754,15,few dollar
754,15,chicken pasta
754,15,get use
754,15,pour les
754,15,strawberri shortcak
754,15,good dinner
754,15,well enough
754,15,littl someth
754,15,food got
754,15,he get
754,15,steak cook
753,15,make anoth
753,15,man vs
753,15,one realli
753,15,whi he
753,15,awesom veri
753,15,ask someon
752,15,well maintain
752,15,lunch becaus
752,15,answer question
752,15,past week
752,15,not anymor
752,15,5 tabl
752,15,not clear
752,15,realli dri
752,15,mushroom burger
752,15,shred pork
752,15,brown butter
752,15,often than
751,15,veri inform
751,15,l endroit
751,15,open air
751,15,take credit
751,15,someth better
751,15,crab claw
750,15,paradis bakeri
750,15,one not
750,15,amaz not
750,15,great present
750,15,hot sandwich
750,15,local brew
750,15,kong style
750,15,best option
750,15,friend owner
750,15,friend tri
750,15,4 1
750,15,great thai
750,15,month later
749,15,definit tast
749,15,dure busi
749,15,steam dumpl
749,15,seat arrang
749,15,5 food
749,15,get tire
749,15,hous dress
749,15,hot sour
749,15,bamboo shoot
749,15,order egg
749,15,na get
748,15,much enjoy
748,15,sweet tast
748,15,spici miso
748,15,get soggi
748,15,us get
748,15,amaz staff
748,15,alway top
748,15,friend waitress
748,15,get extra
747,15,servic thank
747,15,better yet
747,15,near us
747,15,us sinc
747,15,best she
747,15,easi go
746,15,eat just
746,15,no rice
746,15,booth seat
746,15,time also
746,15,fri wonton
746,15,north york
746,15,time veri
746,15,happi camper
746,15,waiter ask
745,15,two night
745,15,chai tea
745,15,becaus most
745,15,most memor
745,15,din room
745,15,like old
744,15,great dessert
744,15,long drive
744,15,year eve
744,15,he come
744,15,larg chunk
744,15,not knock
744,15,fri tast
744,15,bit greasi
744,15,even tell
744,15,bread crumb
744,15,chipotl mayo
743,15,wild boar
743,15,low expect
743,15,sushi lover
743,15,health depart
743,15,1 person
743,15,daughter love
743,15,comfort atmospher
743,15,drink option
743,15,will cost
742,15,she alway
742,15,drink servic
742,15,shoestr fri
742,15,est tr
742,15,place nearbi
742,15,tast okay
742,15,burger not
742,15,chocol shake
742,15,time alreadi
742,15,realli crave
742,15,delici sandwich
742,15,crispi bacon
741,15,great chicken
741,15,wonder time
741,15,actual restaur
741,15,5 guy
741,15,pretti simpl
741,15,good taco
741,15,no smile
741,15,typic chines
740,15,best around
740,15,und es
740,15,bacon sausag
740,15,great brunch
740,15,potato hash
739,15,will becom
739,15,know he
739,15,feel full
739,15,rude servic
739,15,lunch portion
739,15,not oili
738,15,best kept
738,15,especi good
738,15,peopl not
738,15,manag owner
738,15,good dessert
738,15,cheap beer
738,15,no manag
738,15,incred delici
738,15,life chang
738,15,menu said
