freq,star,words
98,15,happi hour sinc
98,15,want someth healthi
98,15,aloha shaka meter
98,14,rub pork tenderloin
98,15,just sit around
98,15,appet 2 entre
98,15,way cheaper than
98,15,hip hop room
98,15,dri age ribey
98,15,no frill just
98,15,make anoth one
98,14,alway next time
98,15,around like crazi
98,14,surpris good food
98,14,realli good bbq
98,14,cant say enough
98,15,favorit steak hous
98,15,better italian restaur
98,15,server said he
98,15,red skin potato
98,15,bloor west villag
98,15,than five guy
98,15,almond milk tea
98,15,not get around
98,14,meter uuu uuu
98,15,love hot dog
98,15,not get anyon
98,15,chicken look like
98,15,place multipl time
98,15,black cod miso
98,15,fast food price
98,15,veri first visit
98,15,german chocol cake
98,15,great neighborhood place
98,15,he will take
98,15,no longer than
98,10,definit not impress
98,15,good serv size
98,15,bottom line great
98,15,come back he
98,15,dress tast like
98,15,yet no one
98,15,year old nephew
98,15,took quit awhil
98,15,bit abov averag
98,15,great tast pizza
98,15,love asian food
98,15,minut longer than
98,15,live right across
98,15,everyth went well
98,15,great food experi
98,15,one friday night
98,15,whole wheat toast
98,15,come back she
98,15,actual realli nice
98,15,not tri again
98,15,not high qualiti
98,15,littl sweeter than
98,15,ever go wrong
98,15,spici mayo sauc
98,14,spice rub pork
98,15,than medium rare
98,15,she brought back
98,15,around 9 00
98,14,awesom lunch special
98,15,recommend stay away
98,15,love all thing
98,15,happi hour though
98,13,most definit return
98,12,drink great food
98,15,https www yelp
98,15,open tabl reserv
98,13,best street taco
98,15,far enough away
98,14,staff alway friend
98,15,veri differ experi
98,15,seat within 15
98,15,gave 5 star
98,15,onli 1 50
98,14,perfect size portion
98,15,experi even though
98,14,piri piri sauc
98,15,friend quick servic
98,15,mayb just mayb
98,12,great make sure
98,15,stuf chicken breast
98,15,much better pizza
98,15,everyon realli enjoy
98,15,open all night
98,15,10 minut ago
98,15,first time not
98,15,everyth look delici
98,15,not mind sinc
98,15,salmon skin hand
98,15,fr hst cken
98,15,standard breakfast fare
98,15,servic food came
98,15,17 year old
98,14,great breakfast food
98,12,atmospher will definit
98,15,high end buffet
98,15,good mexican place
98,15,slight larger than
98,10,took almost 10
98,14,tip not bad
98,15,like fri rice
98,15,main dish came
98,12,go back whenev
98,11,will never set
98,15,tast like dirt
97,15,not even speak
97,15,place will never
97,15,not amaz either
97,15,not bad tast
97,13,absolut mouth water
97,15,order food came
97,15,best late night
97,15,no better way
97,15,chicken mongolian beef
97,15,even say hello
97,15,gave us excel
97,15,sandwich tast like
97,15,quick dinner befor
97,14,crab leg prime
97,12,great lunch place
97,15,place seem veri
97,15,new locat open
97,15,come back all
97,15,food came within
97,15,befor she even
97,15,food everyth tast
97,15,cheap lunch special
97,15,come back servic
97,15,war freundlich und
97,15,quit possibl one
97,15,us gave us
97,15,servic no one
97,15,good sweet potato
97,15,saut ed veggi
97,15,11 30 pm
97,15,carrot cake pancak
97,15,no one took
97,15,will tri one
97,13,best jerk chicken
97,15,pesto mash potato
97,15,though not sure
97,15,self serv drink
97,15,realli realli slow
97,15,mani moon ago
97,15,answer everi question
97,15,garlic green bean
97,14,just like mom
97,15,3 peopl work
97,14,abov averag bar
97,15,chicken avocado sandwich
97,15,good food come
97,15,5 star came
97,15,tast ani better
97,15,excel mexican food
97,15,great burger joint
97,15,great place veri
97,14,new york bagel
97,14,im sommer kann
97,15,drive 30 minut
97,15,staff seem like
97,15,food veri quick
97,15,ambianc 3 5
97,15,lunch bento box
97,15,he even offer
97,15,udon noodl soup
97,15,famous frozen hot
97,15,onli one size
97,15,outsid look like
97,14,good will come
97,15,vega make sure
97,10,left without eat
97,14,staff made sure
97,15,veri special occas
97,15,mexican style food
97,15,not mind sit
97,15,k nnte man
97,15,im gon na
97,15,locat next door
97,15,big deal though
97,15,good no matter
97,15,request medium rare
97,15,hainan chicken rice
97,15,usual fast food
97,15,felt bad becaus
97,15,like soy sauc
97,15,busi everi time
97,15,dinner even though
97,15,even though most
97,14,all cook perfect
97,10,food tast ok
97,12,never get bore
97,15,first time dure
97,15,ever chang menu
97,15,worth write home
97,15,never experienc befor
97,15,few co worker
97,15,not worth pay
97,13,atmospher great place
97,15,pork belli skewer
97,14,shaka meter uuu
97,15,buy 2 get
97,15,waiter come back
97,15,black garlic oil
97,15,day dri age
97,15,just get one
97,15,c mon guy
97,15,not found one
97,15,star servic 3
97,15,tast like meat
97,14,veri good authent
97,15,knew right away
97,15,spring mountain rd
97,15,just said sorri
97,15,great thai restaur
97,15,food took longer
97,15,just go ahead
97,10,valu 3 5
97,15,qualiti italian food
97,15,avail all day
97,15,3 star due
97,15,mall park lot
97,15,veri good time
97,15,offer great food
97,15,bite befor head
97,15,food great wine
97,15,give half star
97,15,like ani good
97,15,tuck away behind
97,15,make sure everi
97,15,like 30 minut
97,15,das ambient sehr
97,15,fri rice everyth
97,15,veri mani peopl
97,14,spici peanut sauc
96,15,pull pork fri
96,15,es ist ein
96,15,she turn around
96,15,not get away
96,15,miss happi hour
96,15,fun littl place
96,15,like 3 4
96,14,never feel rush
96,15,newli open restaur
96,14,delici comfort food
96,14,leg prime rib
96,15,just keep come
96,15,2 star food
96,15,last time he
96,15,waitress came around
96,15,wait 20 30
96,15,order 10 minut
96,15,locat multipl time
96,10,never ever return
96,15,pretti good tast
96,15,tast pretti fresh
96,15,steam pork dumpl
96,15,offer brown rice
96,15,food happi hour
96,15,real thai food
96,14,all time fav
96,15,best orang chicken
96,15,serv delici food
96,15,gon na keep
96,15,unter der woch
96,15,read mani review
96,14,great servic realli
96,12,menu chang season
96,15,better luck next
96,12,super good food
96,15,high qualiti beef
96,15,not help us
96,14,still veri delici
96,15,seem like no
96,15,4 5 price
96,15,luck next time
96,15,last 4 year
96,15,amaz veri friend
96,15,tan tan men
96,15,hainanes chicken rice
96,15,top notch restaur
96,15,thursday night around
96,15,asian fusion food
96,15,getr nke kamen
96,15,came pretti fast
96,15,will alway make
96,15,chicken taco salad
96,15,within 15 min
96,15,old countri buffet
96,14,excel servic veri
96,15,live jazz band
96,15,favorit local spot
96,15,style noodl hous
96,15,get 4 5
96,15,went back twice
96,9,three star instead
96,15,bbq chicken wrap
96,15,sauc not sure
96,15,vegan ice cream
96,15,mexican restaur around
96,13,new sushi spot
96,15,great famili place
96,15,never experienc anyth
96,11,treat like crap
96,15,love jimmi john
96,15,casa di amor
96,15,stuf banana pepper
96,15,not like all
96,15,typic mexican food
96,15,5 star no
96,15,no seat avail
96,15,trusti yelp app
96,15,fast food like
96,11,disappoint will not
96,15,get good review
96,13,fun atmospher great
96,15,seem veri busi
96,15,10 feet away
96,15,veri tasti all
96,15,everi half hour
96,15,sehr gut besucht
96,15,food not good
96,15,good definit not
96,15,sunday morn around
96,12,will defin go
96,15,fresh tortilla chip
96,15,chicken mash potato
96,15,come back tri
96,15,best mexican place
96,15,special occas dinner
96,15,ahi tuna appet
96,15,no cover charg
96,15,good quick servic
96,15,said yes she
96,15,she want us
96,15,50 gift card
96,15,onli take reserv
96,15,sch nen abend
96,15,ein bi chen
96,15,leav las vega
96,15,alway call ahead
96,15,hour even though
96,15,gave us good
96,15,best pizza joint
96,15,not take order
96,15,high recommend everyon
95,15,awesom veri attent
95,15,littl bit salti
95,15,will high recommend
95,15,chines food ever
95,15,happi hour one
95,15,receiv 5 star
95,15,3 dip sauc
95,15,place rather than
95,14,laid back feel
95,14,favorit ramen place
95,15,outdoor eat area
95,15,peopl may not
95,15,favorit sandwich shop
95,15,way longer than
95,15,blue chees bacon
95,14,not much space
95,15,lemon grass chicken
95,15,brais beef noodl
95,15,better happi hour
95,10,hard ani chees
95,15,said yes he
95,15,not actual eat
95,15,sever open tabl
95,15,high end food
95,15,open until 9
95,15,mind blow good
95,15,hate wast food
95,15,brought us menus
95,15,much everi time
95,15,said oh yeah
95,14,will look forward
95,15,one came back
95,15,no one order
95,15,friend staff member
95,15,az restaur week
95,15,not quit make
95,10,she final brought
95,15,mmm mmm good
95,15,work happi hour
95,15,excel food good
95,15,shell crab sandwich
95,15,feed 3 peopl
95,15,less busi time
95,14,coup de coeur
95,15,almost empti restaur
95,15,not get back
95,14,just great food
95,15,chipotl chicken sandwich
95,15,less than fresh
95,15,sure no one
95,15,20 minut not
95,14,sweet potato tamal
95,15,rather than tri
95,15,also just okay
95,15,us 15 minut
95,15,befor he came
95,15,manag he said
95,15,veri littl tast
95,15,like french toast
95,14,alway veri attent
95,15,grand marnier souffl
95,15,free chip salsa
95,15,chicken rice bowl
95,15,tast veri much
95,15,not wast time
95,15,everyth just tast
95,15,again just not
95,15,realli great atmospher
95,15,order ala cart
95,15,total blown away
95,15,good healthi food
95,15,price seem high
95,15,all american burger
95,15,die sp tzle
95,15,restaur feel like
95,15,still veri nice
95,13,servic fair price
95,14,sommer kann man
95,14,auch sehr gut
95,15,order befor leav
95,14,4 star due
95,13,favorit japanes restaur
95,15,sweeten condens milk
95,14,delici home made
95,15,margarita tast like
95,15,less than spectacular
95,15,never even came
95,15,work next door
95,15,make new friend
95,15,time good food
95,15,fox concept restaur
95,15,de l endroit
95,15,get anoth drink
95,15,gluten free soy
95,15,tast like salt
95,15,server never ask
95,15,50 year old
95,15,gave us water
95,15,just befor noon
95,15,not eat gluten
95,15,mom pop place
95,15,all not even
95,15,super thin crust
95,14,attent without hover
95,15,left feel veri
95,15,like sour cream
95,10,offer no apolog
95,14,probabl tri someth
95,15,um die eck
95,15,veget lo mein
95,15,all great experi
95,15,around all day
95,13,realli nice experi
95,15,clean dine room
95,13,will absolut go
95,15,60 minut wait
95,15,sushi lunch special
94,15,even tell us
94,15,es gibt auch
94,15,light cream sauc
94,15,no drink no
94,15,jamaican jerk chicken
94,14,realli cool vibe
94,12,great food especi
94,15,late last night
94,15,mignon medium rare
94,15,authent german food
94,15,place stick around
94,6,absolut worst servic
94,15,let us use
94,15,last veri long
94,15,chicken egg benedict
94,15,good food especi
94,15,45 per person
94,15,mani pizza place
94,14,eye roll back
94,15,white chocol mocha
94,14,einen besuch wert
94,15,not write anyth
94,15,definit not authent
94,15,thing went downhil
94,15,near 2 hour
94,15,most reason price
94,15,live 5 minut
94,15,great coffe shop
94,15,chicken mac n
94,15,most definit will
94,15,lot longer than
94,15,99 prime rib
94,15,three cup chicken
94,15,food get cold
94,15,past two week
94,15,credit card back
94,15,again ani time
94,15,tast like hot
94,12,excel wine select
94,15,realli anyth special
94,15,most korean restaur
94,14,veri friend wait
94,15,pay less than
94,15,still hungri afterward
94,15,planet hollywood casino
94,15,he said sorri
94,15,flat top grill
94,15,top 5 favorit
94,15,she answer all
94,15,also got two
94,15,greet us prompt
94,9,great servic high
94,15,serv us he
94,15,ab und zu
94,15,less than 12
94,10,hard ani chicken
94,15,3 star overal
94,15,onli live onc
94,15,9 5 10
94,15,80 year old
94,15,3 5 rate
94,15,few minut late
94,15,place via yelp
94,12,place great place
94,15,not particular busi
94,14,sehr aufmerksam und
94,15,thai basil chicken
94,15,gave us anoth
94,14,quit reason price
94,12,great food decent
94,14,good definit will
94,15,veri good 4
94,15,hot chili oil
94,15,all came togeth
94,15,drink came quick
94,15,she also got
94,15,live music great
94,15,shrimp tast like
94,15,alway tast good
94,15,make us want
94,14,friend staff fast
94,15,day like today
94,15,tast like burnt
94,14,veri cute littl
94,15,warm spinach salad
94,15,potato waffl fri
94,15,she never onc
94,15,main street station
94,15,complimentari bread basket
94,15,fantast beer select
94,15,great neighborhood spot
94,15,f r 4
94,15,two meat combo
94,15,not care enough
94,15,reason price also
94,15,most thai place
94,6,servic terribl food
94,15,tvs all around
94,15,big deal just
94,15,easili feed 2
94,15,go wrong order
94,15,place look good
94,15,next time ill
94,15,ice cream becaus
94,15,prime dinner time
94,15,minut drive away
94,14,season realli well
94,15,free miso soup
94,15,pretti good flavor
94,13,order someth new
94,14,great atmospher love
94,15,mani rave review
94,15,all super nice
94,15,spici beef soup
94,15,atmospher excel servic
94,15,5 time sinc
94,15,4 5 tabl
94,15,custom servic like
94,15,not see mani
94,15,conveyor belt sushi
94,15,chines food not
94,15,not call ahead
93,15,deep fri batter
93,10,rude rude rude
93,15,new york cheesecak
93,15,almost like eat
93,15,let us stay
93,15,new thai place
93,15,want someth fast
93,15,nice smoki flavor
93,15,mani food option
93,12,tasti high recommend
93,15,phoenix scottsdal area
93,15,hostess ask us
93,15,old fashion way
93,15,she got us
93,10,better option around
93,15,not worth order
93,15,une soir e
93,15,amaz even though
93,15,hous made pickl
93,15,fast food drive
93,15,also order chicken
93,15,salad look like
93,15,better than eat
93,15,larger than 4
93,15,dine room look
93,12,reason price high
93,15,tomato basil sauc
93,15,until last week
93,15,hard earn cash
93,15,mayb 20 minut
93,15,like asian food
93,15,less than satisfactori
93,15,most peopl come
93,15,friend food came
93,15,dessert even though
93,15,veri poor experi
93,15,he also brought
93,15,mayb even better
93,15,not quit worth
93,14,servic decent price
93,15,want anoth beer
93,15,3 star experi
93,15,ani special request
93,15,mexican food great
93,15,coupl sit next
93,15,amaz next time
93,15,restaur five star
93,15,tom ka soup
93,15,3 4 hour
93,15,open all day
93,15,sich f r
93,15,cook well not
93,15,hot roast beef
93,9,never disappoint great
93,14,truffl potato chip
93,15,saw someon els
93,15,pizza veri good
93,15,new thai restaur
93,15,fresh made chip
93,15,veri few restaur
93,15,good cheap food
93,15,averag wait time
93,14,littl place tuck
93,15,anoth great place
93,15,definit see whi
93,15,not get good
93,15,go back due
93,12,onli small complaint
93,15,overal veri nice
93,15,mom pop shop
93,15,most disgust thing
93,12,4 5 becaus
93,6,absolut horribl servic
93,15,fri chicken tender
93,15,en wikipedia org
93,12,delici great place
93,15,4 5 differ
93,15,onli one piec
93,15,chicken pesto pizza
93,15,4 time sinc
93,15,anoth tri sinc
93,15,gon na love
93,15,right away sinc
93,14,portion great servic
93,14,will tri next
93,14,cart des vin
93,15,home made potato
93,15,top notch all
93,15,spici dip sauc
93,15,veri simpl menu
93,15,absolut no idea
93,15,least 20 time
93,15,ist sch n
93,15,mani sushi restaur
93,15,littl sandwich shop
93,10,never come again
93,15,not serv hot
93,15,sat us immedi
93,15,high price point
93,15,50 minut wait
93,12,quick servic great
93,15,j ai essay
93,15,add hot sauc
93,14,onli 9 99
93,15,make anoth visit
93,14,also quit delici
93,15,mani differ choic
93,15,8 10 minut
93,15,kinda tast like
93,15,glad go back
93,15,not medium rare
93,15,not good just
93,15,she said okay
93,15,all beef hot
93,14,made fresh right
93,15,5 food 3
93,15,new mexico style
93,15,food just not
93,15,first start come
93,15,most dim sum
93,15,high blood pressur
93,15,food will make
93,15,better indian food
93,15,carn asada street
93,15,littl bit like
93,15,servic realli good
93,15,than most fast
93,15,order make sure
93,14,new mexican spice
93,15,not long befor
93,15,later she come
93,15,shrimp crab leg
93,15,1 50 extra
93,15,not busi yet
93,15,servic make sure
93,15,restaur look nice
93,15,not look back
93,15,ginger ice cream
93,10,go back nor
93,15,she took forev
93,15,better than denni
92,15,never ever order
92,15,food took quit
92,15,will eat anyth
92,15,seem like much
92,15,blue corn tortilla
92,15,hous lo mein
92,15,not leav ani
92,15,good especi consid
92,15,best sport bar
92,15,no soy sauc
92,15,keep peopl come
92,15,not like one
92,15,nice cozi place
92,15,not look appeal
92,15,yang chow fri
92,15,pull pork rib
92,15,food took almost
92,15,feel like crap
92,15,no wait app
92,14,reason price nice
92,15,great fri chicken
92,15,1 top pizza
92,15,bad dine experi
92,15,get free chip
92,15,place will get
92,15,good ice tea
92,15,fri mac chees
92,15,still good just
92,15,30 minut away
92,15,not veri high
92,15,not take anyth
92,15,not even made
92,15,order hot tea
92,15,still good food
92,15,abov all els
92,15,least 30 min
92,15,ich h tte
92,15,us all night
92,14,price lunch special
92,15,most like becaus
92,15,came back today
92,15,better than one
92,15,small caesar salad
92,15,wild mushroom risotto
92,15,servic not sure
92,15,she also told
92,15,waitress look like
92,14,perfect comfort food
92,15,than averag food
92,15,leav smell like
92,15,much wors than
92,15,good food realli
92,14,veri generous size
92,15,good local beer
92,15,grill lamb chop
92,15,good soul food
92,12,menu high recommend
92,12,place delici food
92,15,order two side
92,15,authent mexican taco
92,15,b arnais sauc
92,15,eat prime rib
92,15,locat great food
92,15,everyth tast pretti
92,15,everi 2 week
92,15,great good servic
92,15,greet us she
92,15,differ sushi roll
92,15,https www youtub
92,15,took almost 20
92,15,basic custom servic
92,15,poor food poor
92,15,will continu come
92,15,lunch next time
92,15,offer us water
92,15,onli order two
92,15,not recommend ani
92,15,black sesam seed
92,15,las vega last
92,15,local chines restaur
92,15,food great locat
92,10,wors everi time
92,15,minut wait no
92,15,dine partner order
92,15,top qualiti food
92,15,pretti good lot
92,15,5 differ type
92,15,multipl time befor
92,15,chain fast food
92,15,great food select
92,15,deep fri mar
92,15,young ladi work
92,10,ok just ok
92,15,not like pizza
92,15,usual get take
92,15,corn tortilla chip
92,15,bow tie pasta
92,15,tea crepe cake
92,15,onli one time
92,15,ani food allergi
92,15,loui style rib
92,15,good food go
92,15,angus beef burger
92,15,not super cheap
92,15,find someth better
92,15,food tast fine
92,15,5 star sinc
92,13,again great food
92,15,certain will not
92,15,minut later than
92,15,scrambl egg sausag
92,14,bedienung sehr freundlich
92,15,anoth 1 2
92,15,happen everi time
92,15,green chili burro
92,15,melt ice cream
92,14,servic great drink
92,15,upon first bite
92,15,two hot dog
92,15,mapl bacon donut
92,15,chines bbq pork
92,14,overal 5 star
92,15,server she said
92,15,got seat pretti
92,15,happi hour offer
92,15,happi hour wine
92,15,bar next time
92,15,greet us he
91,14,offer free wifi
91,15,order butter chicken
91,15,pork belli dish
91,12,great famili run
91,15,love thin crust
91,15,took realli good
91,15,best caesar salad
91,15,milk green tea
91,15,quick mexican food
91,15,3 star base
91,15,order anoth dish
91,15,good everyth tast
91,15,short rib sandwich
91,15,place just seem
91,15,much better job
91,15,realli say someth
91,15,hand craft cocktail
91,12,delici definit will
91,14,mani healthi option
91,15,coupl night ago
91,15,will never give
91,15,one menu item
91,15,overpr mediocr food
91,15,sp tzle und
91,12,friend staff alway
91,15,seem nice enough
91,15,she never check
91,15,took sever minut
91,15,chocol dip sauc
91,15,no sauc no
91,15,deep fri bread
91,15,late lunch around
91,15,come back befor
91,10,also took forev
91,15,onli took one
91,15,sound like someth
91,15,still not readi
91,15,friend last week
91,15,food qualiti servic
91,15,one acknowledg us
91,15,offer great suggest
91,15,green chicken curri
91,15,real new york
91,15,2 spring roll
91,15,favorit thai food
91,15,wednesday night around
91,9,scottsdal 2 select
91,15,realli good lunch
91,15,sehr gut die
91,15,order two sandwich
91,15,20 minut ago
91,15,pretti bad experi
91,15,favorit bbq place
91,15,1 3 pound
91,15,pretti good lunch
91,15,great dip sauc
91,15,staff veri nice
91,15,fri chicken place
91,15,take leftov home
91,14,also veri impress
91,15,not find mani
91,15,favorit italian place
91,14,favorit lunch place
91,15,rare write review
91,15,bistro la bon
91,14,onli 7 99
91,14,smoke salmon benedict
91,15,real crab meat
91,15,around 10 30pm
91,15,almost 30 min
91,15,menu http www
91,15,2 price appet
91,15,25 year ago
91,15,bacon mash potato
91,15,no frill no
91,15,few empti tabl
91,14,happili go back
91,15,larg screen tv
91,15,not provid ani
91,15,onli 2 server
91,15,veri nice littl
91,15,7 10 minut
91,15,last time eat
91,15,happi hour servic
91,15,made small talk
91,14,extens beer select
91,15,beef chicken pork
91,15,no longer eat
91,15,ne sai quoi
91,15,seem like one
91,12,super friend owner
91,12,not disappoint first
91,15,3 cours menu
91,15,like cream chees
91,12,great servic wonder
91,15,chicken flat bread
91,15,7 30 reserv
91,15,ok not much
91,15,basic bar food
91,14,sch n angerichtet
91,13,all high recommend
91,15,charg 50 cent
91,15,longer wait time
91,15,least 4 peopl
91,15,wait quit awhil
91,15,month old daughter
91,15,not worth get
91,14,littl breakfast spot
91,13,staff will definit
91,15,fri noodl dish
91,15,got two order
91,12,go wrong eat
91,15,prime rib medium
91,15,dozen time sinc
91,13,friend staff definit
91,15,mich f r
91,15,felt veri rush
91,12,great laid back
91,15,servic war sehr
91,14,perfect med rare
91,14,alway greet us
91,15,onli got two
91,15,good food qualiti
91,15,got rave review
91,15,live close enough
91,15,medium rare came
91,13,also veri accommod
91,15,hand us menus
91,15,most mexican place
91,15,und das ambient
91,15,greet us immedi
91,14,will definit bring
91,15,made fresh everi
91,13,not disappoint one
91,15,like home made
91,15,make sens becaus
91,15,onli nice thing
91,15,not one dish
91,15,see ani reason
91,15,fair larg group
91,15,never understand whi
91,15,no salt no
91,15,few month sinc
91,15,bbq pork rib
91,15,never order again
91,13,meal will definit
90,15,ice cold water
90,13,also great servic
90,15,actual veri tasti
90,15,order befor us
90,15,comfort food like
90,15,also let us
90,15,good servic will
90,15,das restaur war
90,15,pretti tasti though
90,15,1 5 year
90,15,come back definit
90,15,know full well
90,15,never seen ani
90,15,not happen often
90,15,take 20 min
90,15,2 5 year
90,11,place amaz food
90,15,far less than
90,13,spot great food
90,15,line get long
90,15,all tast veri
90,15,best new york
90,15,mani time becaus
90,15,onc everi 2
90,15,realli say anyth
90,15,everi 30 minut
90,15,northern chines food
90,15,waitress took forev
90,15,not realli blame
90,15,yellow tail sashimi
90,12,veri help staff
90,14,best he ever
90,15,no longer exist
90,15,crispi egg roll
90,15,seat rather quick
90,15,definit not cheap
90,15,will say howev
90,14,certain not bad
90,15,mayb 1 2
90,15,includ miso soup
90,15,high recommend not
90,15,arriv 5 minut
90,15,onli thing hold
90,15,she serv us
90,15,got back home
90,15,well kept secret
90,15,dinner befor go
90,15,typic chines food
90,15,food may not
90,15,cream chees sauc
90,15,wors than ani
90,15,like prime rib
90,13,las vega everyth
90,15,next two day
90,15,next time also
90,15,tabl pretti quick
90,15,tri happi hour
90,15,wait 3 hour
90,6,gone way downhil
90,14,good also tri
90,15,twenti five minut
90,14,visit again next
90,15,leav feel full
90,15,veri nice young
90,15,just recent move
90,15,19 year old
90,13,place definit deserv
90,15,without ani hesit
90,15,bare finish half
90,15,good food bad
90,15,ask whi she
90,15,not split check
90,15,90 minut wait
90,10,anoth long wait
90,14,best sandwich place
90,12,absolut love everyth
90,14,all veri pleas
90,15,la client le
90,15,watch sport event
90,15,egg sausag bacon
90,15,crispi fish taco
90,14,littl thicker than
90,15,realli great meal
90,15,serv ice cold
90,15,burro enchilada style
90,15,onli order 2
90,15,minut without anyon
90,15,delici no complaint
90,15,well done beef
90,15,ani given night
90,15,long wait line
90,15,three time dure
90,10,all went downhil
90,15,chipotl cream sauc
90,15,great pad thai
90,15,not seem all
90,14,fall apart tender
90,14,hidden littl gem
90,15,almost 3 year
90,15,great food even
90,14,infus oliv oil
90,15,tast like sugar
90,10,expect someth better
90,15,crave someth sweet
90,15,experi great servic
90,15,lobster corn dog
90,15,dessert ice cream
90,12,friend servic will
90,15,order two slice
90,15,veri veri sweet
90,15,like realli good
90,15,best chees curd
90,15,five star food
90,12,most memor meal
90,15,wild mushroom soup
90,15,pretti good compar
90,15,last time she
90,15,la qualit des
90,15,onli 5 tabl
90,15,staff alway seem
90,15,right away no
90,15,not seen ani
90,15,mahi mahi fish
90,15,25 30 min
90,15,month old babi
90,15,de ne pas
90,15,chocol cover bacon
90,15,expect fine dine
90,15,breakfast place around
90,15,got 4 star
90,15,et de la
90,15,drive 20 minut
90,15,friday night not
90,15,24 hour diner
90,15,much everyth els
89,15,spici basil chicken
89,15,3 4 year
89,14,definit recommend eat
89,15,not sit outsid
89,15,2 minut befor
89,15,seat us she
89,15,custom servic everi
89,15,great steak hous
89,15,not long ago
89,15,not chang anyth
89,15,take 40 minut
89,15,around old town
89,15,us next time
89,13,great fresh ingredi
89,11,avoid avoid avoid
89,15,said someth like
89,15,good thing come
89,15,pretti much ruin
89,15,pizza everi time
89,15,bud will thank
89,15,fresh mexican food
89,15,sauc veri tasti
89,12,delici thin crust
89,15,mani place around
89,15,black bean corn
89,15,best wing ever
89,15,made gluten free
89,15,time she said
89,15,reserv even though
89,15,came pipe hot
89,10,back again thank
89,15,definit tast like
89,15,fresh corn tortilla
89,15,bake mac n
89,15,great sushi restaur
89,15,veri good cook
89,15,new happi hour
89,15,everi friday night
89,15,sent back becaus
89,15,good great atmospher
89,15,just last week
89,15,expect anyth less
89,13,beer great servic
89,11,high recommend visit
89,15,green chili stew
89,10,servic definit will
89,15,like better than
89,15,order three dish
89,15,ha ha ha
89,15,pretti long wait
89,10,first red flag
89,15,und gem se
89,15,high end burger
89,15,11 00 pm
89,14,sehr gut geschmeckt
89,15,realli good except
89,15,not anyth amaz
89,15,charg 1 50
89,13,reason price love
89,15,veri nice set
89,15,order 4 dish
89,15,wait anoth 45
89,14,great lunch menu
89,13,clean great servic
89,15,side dish includ
89,15,feel like spend
89,15,beef cheek pierogi
89,15,din tai fung
89,15,meh noth special
89,15,turn away becaus
89,10,not return unless
89,15,he tell us
89,15,not realli explain
89,15,surpris birthday parti
89,15,get free drink
89,15,garlic chicken wing
89,15,mgm grand hotel
89,14,fri chicken bao
89,15,place just like
89,15,present veri nice
89,15,not recal ever
89,14,realli great flavor
89,14,nicht entt uscht
89,15,treat us well
89,15,custom servic becaus
89,15,deep fri dough
89,15,somewher els becaus
89,15,pad thai lunch
89,15,tast like chocol
89,15,way better option
89,14,ist freundlich und
89,15,chicken kabob plate
89,15,2 50 per
89,15,all five star
89,15,she ignor us
89,15,not worth 10
89,10,also not good
89,14,great salsa bar
89,15,near everi time
89,15,order not onli
89,15,time not onli
89,15,lunch befor head
89,15,order multipl time
89,15,around 2 30pm
89,15,than 20 min
89,15,doubl smoke bacon
89,15,most delici food
89,15,free garlic knot
89,15,realli well prepar
89,15,amaz italian food
89,15,get even better
89,15,beaucoup de choix
89,15,custom servic goe
89,15,not seem happi
89,15,servic first time
89,15,2 carn asada
89,13,bigger than expect
89,13,great great place
89,15,3 time per
89,14,not realli beat
89,15,cartel coffe lab
89,15,huge park lot
89,15,veri well put
89,15,crispi chicken wing
89,15,not even done
89,15,1 4 inch
89,15,look pretti nice
89,15,noth realli wow
89,15,essen ist sehr
89,15,just fall apart
89,15,least 4 5
89,15,red pepper soup
89,15,back she said
89,12,awesom will definit
89,14,veri good like
89,15,onli 1 star
89,15,total differ experi
89,15,gon na happen
89,15,onli one place
89,15,refil without ask
89,15,fri chicken egg
89,15,honey garlic chicken
89,15,great thai place
89,15,15 30 minut
89,15,take phone order
89,15,last 2 visit
89,15,not like give
89,15,red chile sauc
88,15,brand new place
88,15,extra 50 cent
88,15,never onc ask
88,15,smell like fish
88,15,tex mex restaur
88,15,ok not realli
88,10,place never fail
88,15,food not even
88,15,der g ste
88,15,just not realli
88,15,new place open
88,14,great littl cafe
88,15,waiter he said
88,15,left without order
88,15,park lot across
88,15,make peopl wait
88,15,come back due
88,15,le restaur est
88,15,littl heavi hand
88,14,price veri good
88,15,two differ occas
88,15,love cafe rio
88,15,than most buffet
88,15,ate less than
88,15,sauc even though
88,15,drink good food
88,15,all day special
88,15,not wast ani
88,15,offer us dessert
88,15,feel like part
88,15,last time go
88,15,main lobster roll
88,15,5 minut just
88,15,3 day later
88,10,much better elsewher
88,15,sever menu item
88,15,never even ask
88,15,sweet potato roll
88,15,auch nicht mehr
88,15,bottom line go
88,14,give 10 star
88,10,he never ask
88,15,good food clean
88,15,real authent mexican
88,15,bare spoke english
88,15,order pretti quick
88,15,not speak high
88,13,awesom everi time
88,15,everyth went smooth
88,14,not disappoint veri
88,15,got sweet potato
88,14,sticki rice dessert
88,15,still look like
88,15,n chsten besuch
88,15,tangi bbq sauc
88,14,sandwich soup salad
88,15,pad thai fri
88,15,not take card
88,10,bad not good
88,15,than one bite
88,15,bacon blue chees
88,15,de la torta
88,15,dinner somewher els
88,15,red wine sangria
88,15,bottom line good
88,15,chain italian restaur
88,15,bar food noth
88,15,still top notch
88,15,place year ago
88,15,spici garlic sauc
88,15,visit sever time
